2018.7.11 18:10,android,151,naver,7c7d0729195ace40a87ee497bfb24f8e,23524
2018.7.11 11:00,android,151,naver,0995739ce5709802bf05164540c52fa2,28482
2018.7.11 18:11,android,151,email,990572d89b7caf186032113ab112e841,77
2018.7.11 18:11,ios,158,naver,0e927c480a201b92fff8a6153481c5ea,41013
2018.7.11 18:11,ios,158,naver,30111fa65176736a539e3fb2749932b7,40718
2018.7.11 11:00,android,151,naver,8e4ed4ed86d3fe83464f75f8aad11ec1,22195
2018.7.11 11:01,ios,158,naver,187b4bbf9ac2b5ff7344858ecd0ebd0a,38009
2018.7.11 18:12,android,151,naver,4bdc981e703ce57df2a7db8e3ac35048,7798
2018-07-11 18:13:07.075,android,151,naver,62c04e33d6f011fb7f9fd1e0248379d0,27722
2018-07-11 11:02:21.077,android,151,google_plus,81f3e9409e33eca77f109ffbcb32993f,30349
2018-07-11 11:02:22.066,android,151,naver,de016c82ffe05793b27f00f871fd4e1f,31677
2018.7.11 11:02,android,151,naver,322fd59178db36685a819b74d0719b47,25685
2018.7.11 18:14,android,151,naver,c025258e2da1e12b6bc8ceb91a49df1d,29388
2018.7.11 11:02,ios,158,naver,8d36c9ace4259f7715c1834122c0a41d,41379
2018.7.11 18:15,ios,158,email,e4a075108eba77c7c0df40e489c3ff95,25062
2018.7.11 18:15,android,151,naver,a867021a776831b48dbdb92d69273bcf,37849
2018-07-11 11:03:58.057,android,151,naver,d2201180aa5b3efb75da74ace405f63c,16985
2018.7.11 18:16,ios,158,facebook,072291c5e5602c6c6f62419e3363a506,18337
2018.7.11 11:04,android,151,naver,f52c3cc5077410fc8ede00e469d9627a,38752
2018.7.11 11:04,android,151,naver,ab0fffdff9e4eb4cba78df307aa3ce70,30777
2018.7.11 11:04,android,151,naver,1cbe7c72f993764ac172dc788c389452,12462
2018.7.11 11:04,android,151,naver,1f7f42667e23eac32431d7d4a9e5cf7b,41506
2018.7.11 18:18,android,151,email,93e3de8a8e78ff6547f9a0b266f96363,37569
2018.7.11 11:05,android,151,naver,e8ccc20ea8ffe589e6f3ed7ddc855c90,20076
2018.7.11 11:05,android,151,naver,063170b22cc2c0b8f240d64aab53aa9d,26723
2018.7.11 18:19,android,151,google_plus,15919462caa27b51240bd884c834249e,21580
2018.7.11 11:05,android,151,naver,3fd5d1ef89b63d61a70ad303d790f803,25556
2018.7.11 11:06,android,151,google_plus,a435f4bdc8423b8ac61e725e54dfd6a3,37699
2018-07-11 13:00:07.019,android,151,google_plus,690be8073d155ec41c2403280a4f1f7e,37292
2018.7.11 13:00,android,151,google_plus,848d4b7dc3da37eb4e25aa5130a8d0c1,2356
2018.7.11 13:00,ios,158,naver,91d4a9725a84ded9a1ce5273c645ac44,38767
2018.7.11 13:02,android,151,google_plus,f431f4e2fe6ab5eccc288cc3a953b066,26808
2018.7.11 11:07,android,146,naver,8c5a85faed3cae54949c7cfbecb17409,26858
2018.7.11 13:03,android,151,naver,e0affe19bc0b799048e609cfa14f6403,21994
2018.7.11 13:04,ios,158,naver,1ae5bf8fc0a498d097a5fe2b774b5888,25543
2018.7.11 10:49,android,139,naver,bb88ac193fbedcfbdf6f38485566c18e,16811
2018.7.11 13:05,android,144,naver,3f6868276d307b7d5044fe963f9cc902,9111
2018.7.11 13:06,android,151,facebook,2a0813ef2d0518ba11d50cc17a1252c0,7920
2018.7.11 10:50,android,151,facebook,575a722e5070b140ced320c832f6e6c6,6476
2018.7.11 13:07,ios,158,naver,aeb66534c3df475da35530c735ebe4f2,33073
2018.7.11 10:51,android,151,facebook,b98dc1a51863391e5886cc987c1ff003,22434
2018.7.11 13:07,android,151,google_plus,a1b2af6b87cf4259103d628f005e49c7,36787
2018.7.11 10:51,ios,158,naver,5f057b15c17b3cfa8dbce7cad9e7ee5e,33212
